"ref","company","company_location","review_date","country_of_bean_origin","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste"
741,"Silvio Bessone","Italy",2011,"Colombia",68,3,4,"Yes","Yes","No","No","Yes","Yes","No","fatty","salty","caramel"
1339,"Sirene","Canada",2014,"Madagascar",67,3.75,3,"Yes","Yes","No","No","No","Yes","No","tart","sweet edge",""
1339,"Sirene","Canada",2014,"Madagascar",73,3.75,3,"Yes","Yes","No","No","No","Yes","No","intense fruity","mild sour",""
1343,"Sirene","Canada",2014,"Ecuador",73,3.75,3,"Yes","Yes","No","No","No","Yes","No","intense","rich","burnt"
1614,"Sirene","Canada",2015,"Guatemala",73,3.25,2,"Yes","No","No","No","No","No","Yes","waxy","maple","flat"
1650,"Sirene","Canada",2015,"Haiti",73,3.25,2,"Yes","No","No","No","No","Yes","No","oily","medium roasted cocoa",""
1502,"Sirene","Canada",2015,"Madagascar",100,3,1,"Yes","No","No","No","No","No","No","creamy","tart","bitter"
1506,"Sirene","Canada",2015,"Ecuador",100,3,1,"Yes","No","No","No","No","No","No","floral","bourbon","bitter"
1614,"Sirene","Canada",2015,"Guatemala",73,3,2,"Yes","No","No","No","No","Yes","No","waxy","earthy","cocoa"
1860,"Sirene","Canada",2016,"Ecuador",73,3.75,2,"Yes","No","No","No","No","Yes","No","rich cocoa","spicy",""
1788,"Sirene","Canada",2016,"Bolivia",73,3.5,2,"Yes","No","No","No","No","Yes","No","sticky","raisins","fudgey"
1856,"Sirene","Canada",2016,"Tanzania",73,3.5,2,"Yes","No","No","No","No","Yes","No","basic cocoa","gateway",""
1996,"Sirene","Canada",2017,"Peru",73,3.75,2,"Yes","No","No","No","No","Yes","No","caramel","anise","dried fruit"
1462,"Sjolinds","U.S.A.",2015,"Nicaragua",72,3,3,"Yes","Yes","No","No","No","Yes","No","mild","nutty","vanilla"
1454,"Sjolinds","U.S.A.",2015,"Ghana",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","sweet","vanilla","cocoa"
1622,"Smooth Chocolator, The","Australia",2015,"Ecuador",72,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","pistachio","floral"
1622,"Smooth Chocolator, The","Australia",2015,"Tanzania",67,3.75,3,"Yes","Yes","No","No","No","Yes","No","bold cherry","rich cooa",""
1622,"Smooth Chocolator, The","Australia",2015,"Trinidad",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","cigar","tobacco","grass"
1666,"Smooth Chocolator, The","Australia",2015,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","mild cacao and fruit notes","",""
1622,"Smooth Chocolator, The","Australia",2015,"Madagascar",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","few grits","bold","dark berry"
1662,"Smooth Chocolator, The","Australia",2015,"Papua New Guinea",65,3.5,3,"Yes","Yes","No","No","No","Yes","No","smokey","tart","astringent"
1618,"Smooth Chocolator, The","Australia",2015,"Madagascar",65,3.25,3,"Yes","Yes","No","No","No","Yes","No","few grits","sweet","orange"
1666,"Smooth Chocolator, The","Australia",2015,"Peru",67,3,3,"Yes","Yes","No","No","No","Yes","No","light brown","grits","floral"
1626,"Smooth Chocolator, The","Australia",2015,"Bolivia",72,2.75,3,"Yes","Yes","No","No","No","Yes","No","floral","intense","pungent"
1740,"Smooth Chocolator, The","Australia",2016,"Ecuador",70,4,3,"Yes","Yes","No","No","No","Yes","No","ligt color","creamy","peanut"
1740,"Smooth Chocolator, The","Australia",2016,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","fruit","cocoa"
1756,"Smooth Chocolator, The","Australia",2016,"Belize",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","apple","mild cherry",""
1864,"Smooth Chocolator, The","Australia",2016,"Australia",67,3.75,3,"Yes","Yes","No","No","No","Yes","No","delicate","smooth","dairy"
1908,"Smooth Chocolator, The","Australia",2016,"Guatemala",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","gummy","fatty","earthy"
1864,"Smooth Chocolator, The","Australia",2016,"Vietnam",70,3,3,"Yes","Yes","No","No","No","Yes","No","creamy","molasses","off note"
1940,"Smooth Chocolator, The","Australia",2017,"Dominican Republic",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","cherry","rich choco",""
1952,"Smooth Chocolator, The","Australia",2017,"Haiti",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","complex","earthy","melon"
502,"Snake & Butterfly","U.S.A.",2010,"Ecuador",68,3.25,3,"Yes","Yes","No","No","No","Yes","No","fudgey then spicy","vanilla",""
502,"Snake & Butterfly","U.S.A.",2010,"Madagascar",68,3,3,"Yes","Yes","No","No","No","Yes","No","mild cocoa","fruity",""
693,"Snake & Butterfly","U.S.A.",2011,"Ghana",67,1.5,3,"Yes","Yes","No","No","No","Yes","No","perfume","strong chemical",""
2112,"Soeka","Netherlands",2018,"Sulawesi",66,3.25,3,"Yes","Yes","No","No","No","No","Yes","nuts","fruit","cocoa"
1968,"Soklet","India",2017,"India",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","grassy","hammy",""
1518,"Sol Cacao","U.S.A.",2015,"Madagascar",72,3,2,"Yes","No","No","No","No","Yes","No","tangy","sour","intense"
1812,"Sol Cacao","U.S.A.",2016,"Ecuador",70,3.5,2,"Yes","No","No","No","No","Yes","No","intense","simple","floral"
1840,"Solkiki","U.K.",2016,"Dominican Republic",85,2.75,2,"Yes","No","No","No","No","Yes","No","sticky","hammy","bitter"
1840,"Solkiki","U.K.",2016,"Peru",68,2.75,2,"Yes","No","No","No","No","Yes","No","sticky","sandy","pungent"
2366,"Solkiki","U.K.",2019,"Philippines",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","intense","dirty","floral"
1792,"Solomons Gold","New Zealand",2016,"Solomon Islands",70,3.25,2,"Yes","No","No","No","No","Yes","No","sweet","roasty","spicy"
1796,"Solomons Gold","New Zealand",2016,"Solomon Islands",75,3.25,2,"Yes","No","No","No","No","Yes","No","spicy","roasted","fresh nibs"
1161,"Solstice","U.S.A.",2013,"Blend",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","creamy","nutty","cocoa"
1161,"Solstice","U.S.A.",2013,"Bolivia",70,3.25,2,"Yes","No","No","No","No","Yes","No","intense","leathery","cocoa"
1161,"Solstice","U.S.A.",2013,"Peru",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","molasses","grape","sour"
1157,"Solstice","U.S.A.",2013,"Madagascar",70,3,2,"Yes","No","No","No","No","Yes","No","dry","molasses","sour"
1157,"Solstice","U.S.A.",2013,"Venezuela",70,3,2,"Yes","No","No","No","No","Yes","No","dairy","cheese","molasses"
1335,"Solstice","U.S.A.",2014,"Uganda",70,3,3,"Yes","Yes","No","No","No","Yes","No","molasses","licorice","muted"
1992,"Solstice","U.S.A.",2017,"Tanzania",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sticky","strong molasses",""
2068,"Solstice","U.S.A.",2018,"India",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","molasses undertone","tangy",""
387,"Soma","Canada",2009,"Madagascar",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","subtle red berry","complex",""
387,"Soma","Canada",2009,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","black tea","",""
377,"Soma","Canada",2009,"Ghana",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","earthy","woody","vegetal"
387,"Soma","Canada",2009,"Papua New Guinea",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","smokey","mushroom","woodsy"
377,"Soma","Canada",2009,"Dominican Republic",70,3,3,"Yes","Yes","No","No","No","Yes","No","sticky","few grits","mild fruit"
387,"Soma","Canada",2009,"Dominican Republic",70,3,3,"Yes","Yes","No","No","No","Yes","No","slow to develop","nutty",""
607,"Soma","Canada",2010,"Blend",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","complex","nut","dried fruit"
676,"Soma","Canada",2011,"Peru",64,4,3,"Yes","Yes","No","No","No","Yes","No","complex","spice","caramel"
676,"Soma","Canada",2011,"Blend",70,4,3,"Yes","Yes","No","No","No","Yes","No","strawberry","cocoa","nutty"
682,"Soma","Canada",2011,"Dominican Republic",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","dried fruit","tart",""
676,"Soma","Canada",2011,"Bolivia",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","earthy","mild tannic","woody"
688,"Soma","Canada",2011,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","strawberry","green mint",""
676,"Soma","Canada",2011,"Grenada",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","super temper","astringent","burn"
867,"Soma","Canada",2012,"Blend",70,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","raisin","lemon"
867,"Soma","Canada",2012,"Blend",70,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","complex","peanut"
833,"Soma","Canada",2012,"U.s.a.",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","cranberries","cocoa",""
951,"Soma","Canada",2012,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","intense","rich burnt caramel",""
951,"Soma","Canada",2012,"Guatemala",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","earthy","tangy wine"
967,"Soma","Canada",2012,"Blend",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","smoke","tobacco","black pepper"
983,"Soma","Canada",2012,"Papua New Guinea",85,3.5,3,"Yes","Yes","No","No","No","Yes","No","mild smoke","fruit","mild burnt"
817,"Soma","Canada",2012,"Haiti",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","uneven","grassy","roasty"
1077,"Soma","Canada",2013,"Blend",88,4,3,"Yes","Yes","No","No","No","Yes","No","pronounced berry","mild smoke",""
1077,"Soma","Canada",2013,"Venezuela",70,4,3,"Yes","Yes","No","No","No","Yes","No","delicate","nutty","cocoa"
1081,"Soma","Canada",2013,"Blend",67,4,3,"Yes","Yes","No","No","No","Yes","No","roasted nuts","burnt brownie",""
1177,"Soma","Canada",2013,"Jamaica",70,4,3,"Yes","Yes","No","No","No","Yes","No","floral","berry","clove"
1019,"Soma","Canada",2013,"Dominican Republic",77,3.75,3,"Yes","Yes","No","No","No","Yes","No","smoke","burnt caramel","citrus"
1073,"Soma","Canada",2013,"Trinidad",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","brownie mix","roasty"
1077,"Soma","Canada",2013,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","nutty","chocolate ice cream",""
1030,"Soma","Canada",2013,"Indonesia",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","creamy","smokey","some fruit"
1077,"Soma","Canada",2013,"Blend",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","grassy","dairy","mild fatty"
1173,"Soma","Canada",2013,"Venezuela",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","creamy","nutty","roasty"
1073,"Soma","Canada",2013,"Peru",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","medicinal","mild fruit"
1259,"Soma","Canada",2014,"Peru",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","sour orange",""
1307,"Soma","Canada",2014,"Vanuatu",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","smokey","rich cocoa"
1227,"Soma","Canada",2014,"Nicaragua",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","basic chocolate","accessible",""
1307,"Soma","Canada",2014,"Ecuador",80,3.5,3,"Yes","Yes","No","No","No","Yes","No","robust","nutty","brownie"
1307,"Soma","Canada",2014,"Nicaragua",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","spicy","woodsy",""
1339,"Soma","Canada",2014,"Blend",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","tart","mild sour",""
1594,"Soma","Canada",2015,"Venezuela",75,4,3,"Yes","Yes","No","No","No","Yes","No","balanced","nuts","strawberry"
1594,"Soma","Canada",2015,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","roasted nuts","dried fruit",""
1828,"Soma","Canada",2016,"Vietnam",70,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","honey","blackberry"
1828,"Soma","Canada",2016,"Nicaragua",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","evolves black pepper to citrus","",""
1828,"Soma","Canada",2016,"Blend",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","banana","nutty",""
1820,"Soma","Canada",2016,"Dominican Republic",62,3.5,3,"Yes","Yes","No","No","No","Yes","No","creamy","sweet","deep choco"
1820,"Soma","Canada",2016,"Madagascar",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","robust dark tropical fruit","",""
1828,"Soma","Canada",2016,"Brazil",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","creamy","diluted","mild choco"
1832,"Soma","Canada",2016,"Ecuador",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","nutty","banana","harsh ending"
2016,"Soma","Canada",2017,"Colombia",70,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","honey","marshmallow"
2016,"Soma","Canada",2017,"Fiji",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","creamy","roasty","woody"
2242,"Soma","Canada",2018,"Madagascar",70,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","acidic","balanced"
2242,"Soma","Canada",2018,"Venezuela",70,4,3,"Yes","Yes","No","No","No","Yes","No","nutty","cocoa",""
2068,"Soma","Canada",2018,"Haiti",70,3,3,"Yes","Yes","No","No","No","Yes","No","sweet edge","lemon","muted"
1395,"Somerville","U.S.A.",2014,"U.s.a.",70,3.5,2,"Yes","No","No","No","No","Yes","No","intense","tannic","choco"
1367,"Somerville","U.S.A.",2014,"Nicaragua",70,3.25,2,"Yes","No","No","No","No","Yes","No","earthy","dried fruit","complex"
1936,"Soul","Canada",2017,"Madagascar",70,3.5,2,"Yes","No","No","No","No","Yes","No","tart","sour","basic"
1936,"Soul","Canada",2017,"Venezuela",75,3.5,2,"Yes","No","No","No","No","Yes","No","dry","earthy","roasty"
1940,"Soul","Canada",2017,"Tanzania",80,3.5,2,"Yes","No","No","No","No","Yes","No","sticky","mild fruit","brownie"
1932,"Soul","Canada",2017,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","few grits","sweet","cocoa"
1936,"Soul","Canada",2017,"Ecuador",75,3.25,2,"Yes","No","No","No","No","Yes","No","dry","floral","earthy"
1936,"Soul","Canada",2017,"Papua New Guinea",77,3.25,2,"Yes","No","No","No","No","Yes","No","sandy","smokey","fruit"
793,"Spagnvola","U.S.A.",2012,"Dominican Republic",75,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","oily","floral",""
793,"Spagnvola","U.S.A.",2012,"Dominican Republic",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","oily","floral","dairy"
793,"Spagnvola","U.S.A.",2012,"Dominican Republic",80,3,4,"Yes","Yes","Yes","No","No","Yes","No","fatty","muted strawberry",""
1434,"Spencer","Australia",2014,"Vanuatu",72,2.75,3,"Yes","Yes","No","No","No","Yes","No","bready","sour milk","fatty"
1792,"Spencer","Australia",2016,"Ecuador",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","floral","sandy",""
1792,"Spencer","Australia",2016,"Madagascar",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","powdery","cherry","astringent"
1792,"Spencer","Australia",2016,"Dominican Republic",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","spicy","chocolatey",""
1932,"Spencer","U.S.A.",2017,"Dominican Republic",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","sandy","robust","grapes"
1932,"Spencer","U.S.A.",2017,"Ecuador",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","floral","astringent",""
1932,"Spencer","U.S.A.",2017,"Peru",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","floral","earthy","burnt rubber"
1057,"Sprungli (Felchlin)","Switzerland",2013,"Bolivia",70,3,4,"Yes","Yes","No","Yes","No","Yes","No","fatty","mild fruit","off note"
1113,"SRSLY","U.S.A.",2013,"Dominican Republic",70,3,3,"Yes","No","No","Yes","No","Yes","No","unrefined","sweet","mild coffee"
1121,"SRSLY","U.S.A.",2013,"Dominican Republic",84,2.25,3,"Yes","No","No","Yes","No","Yes","No","gritty","intense coffee","metallic"
1634,"Starchild","U.S.A.",2015,"Ecuador",70,3,4,"Yes","Yes","Yes","No","No","No","Yes","coconut","mild vanilla",""
1692,"Starchild","U.S.A.",2015,"Dominican Republic",70,3,4,"Yes","Yes","Yes","No","No","No","Yes","coconut","cocoa","few grits"
1692,"Starchild","U.S.A.",2015,"Guatemala",70,3,4,"Yes","Yes","Yes","No","No","No","Yes","dried fruit","coconut","few grits"
1692,"Starchild","U.S.A.",2015,"Nicaragua",70,3,4,"Yes","Yes","Yes","No","No","No","Yes","brownie","few grits","sandy"
1696,"Starchild","U.S.A.",2015,"Madagascar",70,3,4,"Yes","Yes","Yes","No","No","No","Yes","red fruit","coconut",""
729,"Stella (aka Bernrain)","Switzerland",2011,"India",72,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","peanut butter","vanilla","artificial"
859,"Stella (aka Bernrain)","Switzerland",2012,"Brazil",68,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","creamy","vanilla","moldy"
1291,"Stone Grindz","U.S.A.",2014,"Ecuador",84,3.5,3,"Yes","Yes","No","No","No","Yes","No","floral","hints of fruit",""
1291,"Stone Grindz","U.S.A.",2014,"Ecuador",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","oily surface","floral","earthy"
2012,"Stone Grindz","U.S.A.",2017,"Bolivia",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","fatty","rubber","off notes"
943,"StRita Supreme","U.S.A.",2012,"Philippines",75,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","bland","earthy",""
939,"StRita Supreme","U.S.A.",2012,"Philippines",65,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","vanilla","sweet",""
943,"StRita Supreme","U.S.A.",2012,"Philippines",70,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","dry","sweet","vanilla(n)"
1157,"Sublime Origins","U.S.A.",2013,"Belize",78,3.25,2,"Yes","No","No","No","No","Yes","No","intense","rich","dark berry"
1157,"Sublime Origins","U.S.A.",2013,"Madagascar",67,2.75,2,"Yes","No","No","No","No","Yes","No","molasses","sour","astringent"
1800,"Summerbird","Denmark",2016,"Peru",71,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","powdery","vanilla","earthy"
1800,"Summerbird","Denmark",2016,"Peru",61,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","sweet","vanilla"
1796,"Suruca Chocolate","Venezuela",2016,"Venezuela",60,3,3,"Yes","Yes","No","No","No","Yes","No","sticky","sweet","nutty"
1796,"Suruca Chocolate","Venezuela",2016,"Venezuela",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","sticy","nutty","roasty"
1618,"Svenska Kakaobolaget","Sweden",2015,"Sri Lanka",70,2.75,2,"Yes","No","No","No","No","Yes","No","ham","sour","intense"
2434,"Svenska Kakaobolaget","Sweden",2019,"Tanzania",74,2.75,2,"Yes","No","No","No","No","Yes","No","fruit","burnt","harsh"
2230,"Sweet Escalier","Japan",2018,"Venezuela",75,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","acidic","cocoa","dried fruit"
2234,"Sweet Escalier","Japan",2018,"Belize",70,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","buttery","cheesy",""
2242,"Sweet Escalier","Japan",2018,"Brazil",70,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","cardboard","cheesy",""
2234,"Sweet Escalier","Japan",2018,"Tanzania",75,2.75,3,"Yes","Yes","No","No","No","Yes","No","fatty","sour","off notes"
2242,"Sweet Escalier","Japan",2018,"Peru",70,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","pungent","molasses","sour"
2470,"Sweetness","Canada",2020,"Peru",68,3.25,3,"Yes","Yes","No","No","No","Yes","No","burnt black licorice","intense",""
2482,"Sweetness","Canada",2020,"Papua New Guinea",73,3.25,3,"Yes","Yes","No","No","No","Yes","No","savory lemon","ham",""
2474,"Sweetness","Canada",2020,"Mexico",74,3,3,"Yes","Yes","No","No","No","Yes","No","dried fig","earthy","dirty"
761,"Szanto Tibor","Hungary",2011,"Venezuela",70,3,3,"Yes","Yes","No","No","No","Yes","No","rustic","sugar dominates",""
939,"Szanto Tibor","Hungary",2012,"Peru",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","sweet","spicy",""
939,"Szanto Tibor","Hungary",2012,"Dominican Republic",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","rustic","large unground pieces",""
939,"Szanto Tibor","Hungary",2012,"Madagascar",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","rustic","bright fruit",""
1185,"Szanto Tibor","Hungary",2013,"Madagascar",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","light color","sandy","fruity"
1185,"Szanto Tibor","Hungary",2013,"Madagascar",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","dark color","sandy","fruity"
1193,"Szanto Tibor","Hungary",2013,"Nicaragua",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sour milk","hot cocoa",""
1263,"Szanto Tibor","Hungary",2014,"Cuba",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","sandy","banana",""
1263,"Szanto Tibor","Hungary",2014,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","earthy","spice"
1704,"Szanto Tibor","Hungary",2015,"Ecuador",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","coarse","spicy cinnamon",""
1708,"Szanto Tibor","Hungary",2015,"Brazil",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","rustic","earthy","tea"
1668,"Szanto Tibor","Hungary",2015,"Ecuador",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sweet","brownie","sour"
1704,"Szanto Tibor","Hungary",2015,"Cuba",88,3.25,3,"Yes","Yes","No","No","No","Yes","No","rustic","spicy","earthy"
1704,"Szanto Tibor","Hungary",2015,"Madagascar",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sour orange","fatty",""
1708,"Szanto Tibor","Hungary",2015,"Vietnam",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","smokey","mild citrus",""
1105,"Tabal","U.S.A.",2013,"Peru",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","vanilla","fatty","vegetal"
1101,"Tabal","U.S.A.",2013,"Costa Rica",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","licorice","dried fruit","burnt fuel"
1101,"Tabal","U.S.A.",2013,"Dominican Republic",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","oily","cardboard","sour"
1105,"Tabal","U.S.A.",2013,"Mexico",70,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","vanilla","fuel","earthy"
1450,"Tablette (aka Vanillabeans)","Japan",2015,"Papua New Guinea",62,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","smoke","ham"
1450,"Tablette (aka Vanillabeans)","Japan",2015,"Vietnam",60,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","vanilla","butter","caramel"
1450,"Tablette (aka Vanillabeans)","Japan",2015,"Colombia",70,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","flat","smoke","marshmallow"
1680,"Tablette (aka Vanillabeans)","Japan",2015,"Trinidad",77,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","intense","grassy","smokey"
2286,"Tala","Vietnam",2019,"Vietnam",75,3,3,"Yes","Yes","No","No","No","Yes","No","intense cocoa","fatty","sticky"
2286,"Tala","Vietnam",2019,"Vietnam",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","cocoa","sweet","fatty"
1868,"Tan Ban Skrati","Suriname",2016,"Suriname",70,3.25,2,"Yes","No","No","No","No","Yes","No","earthy","floral","dry"
2326,"Taste Artisan","U.S.A.",2019,"Peru",75,4,3,"Yes","Yes","No","No","No","Yes","No","fig","",""
2326,"Taste Artisan","U.S.A.",2019,"Peru",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","blackberry","dirt","high roast"
2262,"Taste Artisan","U.S.A.",2019,"Venezuela",75,3,4,"Yes","Yes","Yes","No","No","Yes","No","vanilla","fatty",""
2306,"Taucherli","Switzerland",2019,"Mexico",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","nutty","fruit","sour"
2306,"Taucherli","Switzerland",2019,"Nicaragua",72,3,3,"Yes","Yes","No","No","No","Yes","No","nutty","off","roasty"
180,"Taza","U.S.A.",2007,"Dominican Republic",70,3,3,"Yes","Yes","No","No","No","Yes","No","sandy","sour banana","sweet"
451,"Taza","U.S.A.",2009,"Mexico",75,2.75,3,"Yes","Yes","No","No","No","Yes","No","rustic","sweet","earthy"
785,"Taza","U.S.A.",2011,"Bolivia",87,3.25,3,"Yes","Yes","No","No","No","Yes","No","grainy","blueberries","bitter"
1271,"Taza","U.S.A.",2014,"Belize",68,3,3,"Yes","Yes","No","No","No","Yes","No","coarse","watering","sweet"
280,"TCHO","U.S.A.",2008,"Madagascar",70,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","dry","red berry","off note"
199,"TCHO","U.S.A.",2008,"Ghana",70,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","gritty","sweet","swiss miss"
280,"TCHO","U.S.A.",2008,"Peru",70,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","tangy","off","musty"
284,"TCHO","U.S.A.",2008,"Peru",70,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","dry","musty","flat"
387,"TCHO","U.S.A.",2009,"Blend",68,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","nutty","candy-like",""
387,"TCHO","U.S.A.",2009,"Blend",60,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","tea","sweet","astringent"
1716,"TCHO","U.S.A.",2016,"Blend",62,2,5,"Yes","Yes","Yes","Yes","No","Yes","No","strong vanilla","sweet","fatty"
805,"Tejas","U.S.A.",2012,"Dominican Republic",70,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","molasses","caramel",""
971,"Tejas","U.S.A.",2012,"Brazil",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","honey","pepper","charcoal"
817,"Tejas","U.S.A.",2012,"Ecuador",70,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","gritty","rum","molasses"
825,"Tejas","U.S.A.",2012,"Ecuador",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","molasses","fruit","floral"
833,"Tejas","U.S.A.",2012,"Mexico",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","molasses","caramel",""
971,"Tejas","U.S.A.",2012,"Bolivia",67,3.25,3,"Yes","Yes","No","No","No","Yes","No","green apple","sweet",""
801,"Tejas","U.S.A.",2012,"Blend",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","molasses","caramel","spice"
805,"Tejas","U.S.A.",2012,"Papua New Guinea",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","molasses","caramel","fruity"
829,"Tejas","U.S.A.",2012,"Madagascar",70,3,3,"Yes","Yes","No","No","No","Yes","No","sticky","caramel",""
971,"Tejas","U.S.A.",2012,"Venezuela",80,3,4,"Yes","Yes","Yes","No","No","Yes","No","earthy","savory","hammy"
801,"Tejas","U.S.A.",2012,"Madagascar",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","molasses","off notes",""
829,"Tejas","U.S.A.",2012,"Bolivia",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","candy","peanut butter","caramel"
