"passenger","pclass","survived","name","age","embarked","home.dest","room","ticket","boat","sex"
1001,"3rd","No ","McCoy, Miss Agnes                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1002,"3rd","No ","McCoy, Miss Alice                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1003,"3rd","No ","McCoy, Mr Bernard                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1004,"3rd","No ","McDermott, Miss Delia                                         ",".     ","           ","                                                  ","            ","                    ","     ","female"
1005,"3rd","No ","McElroy, Mr Michael                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1006,"3rd","Yes","McGovern, Mrs Hugh                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1007,"3rd","No ","McGowan, Miss Anna                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1008,"3rd","No ","McGowan, Miss Katherine                                       ",".     ","           ","                                                  ","            ","                    ","     ","female"
1009,"3rd","No ","McMahon, Mr Martin                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1010,"3rd","No ","McNamee, Mr Neal                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1011,"3rd","No ","McNamee, Mrs Neal                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1012,"3rd","No ","Meanwell, Miss Marion Ogden                                   ",".     ","           ","                                                  ","            ","                    ","     ","female"
1013,"3rd","No ","Mechen, Mr John                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1014,"3rd","No ","Meek, Mrs Thomas                                              ",".     ","           ","                                                  ","            ","                    ","     ","female"
1015,"3rd","No ","Melkebuk, Mrs Philemon                                        ",".     ","           ","                                                  ","            ","                    ","     ","female"
1016,"3rd","No ","Meo, Mr Alfonso                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1017,"3rd","Yes","Midtsjo, Mr Karl Albert                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1018,"3rd","No ","Mihoff, Mr Stoytcho                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1019,"3rd","No ","Miles, Mr Frank                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1020,"3rd","No ","Mineff, Mr Ivan                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1021,"3rd","No ","Minkoff, Mr Lazar                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1022,"3rd","No ","Mirko, Mr Dika                                                ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1023,"3rd","No ","Mitkoff, Mr Mito                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1024,"3rd","Yes","Mocklare, Miss Helen Mary                                     ",".     ","           ","                                                  ","            ","                    ","     ","female"
1025,"3rd","No ","Moen, Mr Sigurd H.                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1026,"3rd","Yes","Moor, Mrs Beila                                               ",".     ","           ","                                                  ","            ","                    ","     ","female"
1027,"3rd","No ","Moor, Master Meier                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1028,"3rd","No ","Moore, Mr Leonard Charles                                     ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1029,"3rd","Yes","Moran, Miss Bertha                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1030,"3rd","No ","Moran, Mr Daniel J.                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1031,"3rd","No ","Moran, Mr James                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1032,"3rd","No ","Morley, Mr Henry Samuel                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1033,"3rd","No ","Morrow, Mr Thomas Rowan                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1034,"3rd","Yes","Moubarek (Borak), Mr Hanna (John)                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1035,"3rd","No ","Moubarek, Mrs George                                          ",".     ","           ","                                                  ","            ","                    ","     ","female"
1036,"3rd","No ","Moubarek, Master George                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1037,"3rd","No ","Moubarek, Master William George                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1038,"3rd","No ","Moss, Albert Johan                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1039,"3rd","No ","Moussa, Mrs Mantoura Baloics                                  ",".     ","           ","                                                  ","            ","                    ","     ","female"
1040,"3rd","No ","Moutal, Mr Rahamin                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1041,"3rd","Yes","Mullins, Miss Katie                                           ",".     ","           ","                                                  ","            ","                    ","     ","female"
1042,"3rd","No ","Mulvihill, Miss Bertha E.                                     ",".     ","           ","                                                  ","            ","                    ","     ","female"
1043,"3rd","No ","Murdlin, Mr Joseph                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1044,"3rd","No ","Murphy, Miss Katherine                                        ",".     ","           ","                                                  ","            ","                    ","     ","female"
1045,"3rd","No ","Murphy, Miss Margaret                                         ",".     ","           ","                                                  ","            ","                    ","     ","female"
1046,"3rd","No ","Murphy, Miss Nora                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1047,"3rd","No ","Myhrman, Mr Pehr Fabian Oliver Malkolm                        ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1048,"3rd","Yes","Nackid, Miss Maria                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1049,"3rd","No ","Nackid, Mr Said                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1050,"3rd","No ","Nackid, Mrs Said                                              ",".     ","           ","                                                  ","            ","                    ","     ","female"
1051,"3rd","No ","Nahill, Mr Toufik                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1052,"3rd","No ","Naidenoff, Mr Penko                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1053,"3rd","No ","Nancarrow, W. H.                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1054,"3rd","No ","Niklasen, Sander                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1055,"3rd","No ","Nosworthy, Richard C.                                         ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1056,"3rd","Yes","Najib, Miss Adele Kiamie                                      ",".     ","           ","                                                  ","            ","                    ","     ","female"
1057,"3rd","No ","Nancarrow, Mr William Henry                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1058,"3rd","No ","Nankoff, Mr Minko                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1059,"3rd","No ","Nasr, Mr Mustafa                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1060,"3rd","No ","Nassr, Mr Saade Jean                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1061,"3rd","No ","Naughton, Miss Hannah                                         ",".     ","           ","                                                  ","            ","                    ","     ","female"
1062,"3rd","No ","Nemaugh, Mr Robert                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1063,"3rd","No ","Nenkoff, Mr Christo                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1064,"3rd","Yes","Nicola-Yarred, Miss Jamila                                    ",".     ","           ","                                                  ","            ","                    ","     ","female"
1065,"3rd","No ","Nicola-Yarred, Master Elias                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1066,"3rd","No ","Nieminen, Miss Manta Josefina                                 ",".     ","           ","                                                  ","            ","                    ","     ","female"
1067,"3rd","No ","Niklasson, Mr Samuel                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1068,"3rd","No ","Nilsson, Mr August Ferdinand                                  ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1069,"3rd","Yes","Nilsson, Miss Berta Olivia                                    ",".     ","           ","                                                  ","            ","                    ","     ","female"
1070,"3rd","No ","Nilsson, Miss Helmina Josefina                                ",".     ","           ","                                                  ","            ","                    ","     ","female"
1071,"3rd","No ","Niskanen, Mr Johan                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1072,"3rd","No ","Nosworthy, Mr Richard Cater                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1073,"3rd","Yes","Novel, Mansouer                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1074,"3rd","No ","Nysten, Miss Anna                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1075,"3rd","No ","Nysveen, Mr Johan H.                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1076,"3rd","No ","O'Brien, Mr Denis                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1077,"3rd","No ","O'Brien, Mr Thomas                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1078,"3rd","Yes","O'Brien, Mrs Thomas                                           ",".     ","           ","                                                  ","            ","                    ","     ","female"
1079,"3rd","No ","O'Connell, Mr Patrick D.                                      ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1080,"3rd","No ","O'Connor, Mr Maurice                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1081,"3rd","No ","O'Connor, Mr Patrick                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1082,"3rd","Yes","Odahl, Mr Nils Martin                                         ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1083,"3rd","No ","O'Dwyer, Miss Nellie                                          ",".     ","           ","                                                  ","            ","                    ","     ","female"
1084,"3rd","No ","Ohman, Miss Velin                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1085,"3rd","No ","O'Keefe, Mr Patrick                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1086,"3rd","No ","OLeary, Miss Norah                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1087,"3rd","No ","Olsen, Master Arthur                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1088,"3rd","No ","Olsen, Mr Charlie (Carl)                                      ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1089,"3rd","No ","Olsen, Mr Henry Margido                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1090,"3rd","No ","Olsen, Mr Ole M.                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1091,"3rd","No ","Olsson, Miss Elida                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1092,"3rd","No ","Olsson, Mr Nils Johan                                         ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1093,"3rd","Yes","Olsson, Mr Oscar Johansson                                    ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1094,"3rd","No ","O'Neill, Miss Bridget                                         ",".     ","           ","                                                  ","            ","                    ","     ","female"
1095,"3rd","No ","Oreskovic, Mr Jeko                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1096,"3rd","No ","Oreskovic, Mr Luka                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1097,"3rd","No ","Oreskovic, Mr Maria                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1098,"3rd","No ","Osen, Mr Olof Elon                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1099,"3rd","Yes","Osman, Miss Maria                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1100,"3rd","No ","O'Sullivan, Miss Bridget                                      ",".     ","           ","                                                  ","            ","                    ","     ","female"
1101,"3rd","No ","Panula, Mr Ernesti Arvid                                      ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1102,"3rd","No ","Panula, Mr Jaako Arnold                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1103,"3rd","No ","Panula, Master Juha Niilo                                     ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1104,"3rd","No ","Panula, Mrs John                                              ",".     ","           ","                                                  ","            ","                    ","     ","female"
1105,"3rd","No ","Panula, Master Urho Abraham                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1106,"3rd","No ","Panula, Master William                                        ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1107,"3rd","No ","Pasic, Mr Jakob                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1108,"3rd","No ","Paulner, Mr Uscher                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1109,"3rd","No ","Paulsson, Master Gosta Leonard                                ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1110,"3rd","No ","Paulsson, Mrs Nils                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1111,"3rd","No ","Paulsson, Master Paul Folke                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1112,"3rd","No ","Paulsson, Miss Stina Viola                                    ",".     ","           ","                                                  ","            ","                    ","     ","female"
1113,"3rd","No ","Paulsson, Miss Torborg Danira                                 ",".     ","           ","                                                  ","            ","                    ","     ","female"
1114,"3rd","No ","Pavlovic, Mr Stefo                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1115,"3rd","No ","Peacock, Master Alfred Edward                                 ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1116,"3rd","No ","Peacock, Mrs Benjamin                                         ",".     ","           ","                                                  ","            ","                    ","     ","female"
1117,"3rd","No ","Peacock, Miss Treasteall                                      ",".     ","           ","                                                  ","            ","                    ","     ","female"
1118,"3rd","No ","Pearce, Mr Ernest                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1119,"3rd","No ","Pecruic, Mr Mate                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1120,"3rd","No ","Pecruic, Mr Tome                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1121,"3rd","No ","Pedersen, Mr Olaf                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1122,"3rd","No ","Peduzzi, Mr Joseph                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1123,"3rd","Yes","Pekoniemi, Mr Edvard                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1124,"3rd","No ","Peltomaki, Nikolai Johannes                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1125,"3rd","No ","Perkin, Mr John Henry                                         ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1126,"3rd","Yes","Persson, Mr Ernst Ulrik                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1127,"3rd","No ","Peter (Joseph), Miss Mary                                     ",".     ","           ","                                                  ","            ","                    ","     ","female"
1128,"3rd","No ","Peter (Joseph), Mrs Catherine                                 ",".     ","           ","                                                  ","            ","                    ","     ","female"
1129,"3rd","No ","Peter (Joseph), Master Michael J.                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1130,"3rd","No ","Peters, Miss Katie                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1131,"3rd","No ","Petersen, Mr Marius                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1132,"3rd","No ","Petranec, Miss Matilda                                        ",".     ","           ","                                                  ","            ","                    ","     ","female"
1133,"3rd","No ","Petroff, Mr Nedeca                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1134,"3rd","No ","Petroff, Mr Pentcho                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1135,"3rd","No ","Pettersson, Miss Ellen Natalia                                ",".     ","           ","                                                  ","            ","                    ","     ","female"
1136,"3rd","No ","Peterson, Mr Johan Emil                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1137,"3rd","Yes","Pickard (Trembisky), Mr Berk                                  ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1138,"3rd","No ","Plotcharsky, Mr Vasil                                         ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1139,"3rd","No ","Potchett, Mr George                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1140,"3rd","No ","Radeff, Mr Alexander                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1141,"3rd","No ","Raibid, Mr Razi                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1142,"3rd","No ","Reed, Mr James George                                         ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1143,"3rd","No ","Reynolds, Mr Harold                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1144,"3rd","No ","Rice, Master Albert                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1145,"3rd","No ","Rice, Master Arthur                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1146,"3rd","No ","Rice, Master George                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1147,"3rd","No ","Rice, Master Eric                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1148,"3rd","No ","Rice, Master Eugene                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1149,"3rd","No ","Rice, Mrs William                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1150,"3rd","No ","Riihiivouri, Miss Sanni                                       ",".     ","           ","                                                  ","            ","                    ","     ","female"
1151,"3rd","No ","Rintamaki, Mr Matti                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1152,"3rd","Yes","Riordan, Miss Hannah                                          ",".     ","           ","                                                  ","            ","                    ","     ","female"
1153,"3rd","No ","Risien, Mr Samuel                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1154,"3rd","No ","Risien, Mrs Samuel                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1155,"3rd","No ","Robins, Mr Alexander A.                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1156,"3rd","No ","Robins, Mrs Alexander A.                                      ",".     ","           ","                                                  ","            ","                    ","     ","female"
1157,"3rd","No ","Rommetvedt, Mr Karl Kristian Knut                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1158,"3rd","No ","Rogers, Mr William John                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1159,"3rd","No ","Rosblom, Mrs Viktor                                           ",".     ","           ","                                                  ","            ","                    ","     ","female"
1160,"3rd","No ","Rosblom, Miss Salli Helena                                    ",".     ","           ","                                                  ","            ","                    ","     ","female"
1161,"3rd","No ","Rosblom, Mr Viktor Rickard                                    ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1162,"3rd","Yes","Roth, Miss Sarah                                              ",".     ","           ","                                                  ","            ","                    ","     ","female"
1163,"3rd","No ","Rouse, Mr Richard Henry                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1164,"3rd","No ","Rush, Mr Alfred George John                                   ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1165,"3rd","Yes","Ryan, Mr Edward Ryan                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1166,"3rd","No ","Ryan, Mr Patrick                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1167,"3rd","No ","Saad, Mr Amin                                                 ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1168,"3rd","Yes","Saad, Khalil                                                  ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1169,"3rd","No ","Sadlier, Mr Matthew                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1170,"3rd","No ","Sadowitz, Mr Harry                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1171,"3rd","No ","Sage, Miss Ada                                                ",".     ","           ","                                                  ","            ","                    ","     ","female"
1172,"3rd","No ","Sage, Miss Constance                                          ",".     ","           ","                                                  ","            ","                    ","     ","female"
1173,"3rd","No ","Sage, Miss Dorothy                                            ",".     ","           ","                                                  ","            ","                    ","     ","female"
1174,"3rd","No ","Sage, Mr Douglas                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1175,"3rd","No ","Sage, Mr Frederick                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1176,"3rd","No ","Sage, Mr George                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1177,"3rd","No ","Sage, Mr John                                                 ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1178,"3rd","No ","Sage, Mrs John                                                ",".     ","           ","                                                  ","            ","                    ","     ","female"
1179,"3rd","No ","Sage, Miss Stella                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1180,"3rd","No ","Sage, Thomas (child)                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1181,"3rd","No ","Sage, Master William                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1182,"3rd","No ","Salander, Mr Karl Johan                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1183,"3rd","Yes","Salkjelsvik, Miss Anna                                        ",".     ","           ","                                                  ","            ","                    ","     ","female"
1184,"3rd","No ","Salonen, Mr Johan Werner                                      ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1185,"3rd","No ","Samaan, Mr Elias                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1186,"3rd","No ","Samaan, Mr Hanna                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1187,"3rd","No ","Samaan, Mr Youssef                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1188,"3rd","Yes","Sandstrom, Miss Hjalmar                                       ",".     ","           ","                                                  ","            ","                    ","     ","female"
1189,"3rd","No ","Sandstrom, Miss Beatrice Irene                                ",".     ","           ","                                                  ","            ","                    ","     ","female"
1190,"3rd","No ","Sandstrom, Miss Marguerite Rut                                ",".     ","           ","                                                  ","            ","                    ","     ","female"
1191,"3rd","No ","Sather, Simon Sivertsen                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1192,"3rd","No ","Saundercock, William Henry                                    ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1193,"3rd","No ","Sawyer, Mr Frederick                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1194,"3rd","No ","Scanlan, Mr James                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1195,"3rd","No ","Sdycoff, Mr Todor                                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1196,"3rd","No ","Seman Master Betros                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1197,"3rd","No ","Serota, Mr Maurice                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1198,"3rd","No ","Shaughnesay, Mr Patrick                                       ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1199,"3rd","No ","Shedid (Sitik), Mr Daher (Docart)                             ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1200,"3rd","Yes","Sheerlinck, Mr Jean                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1201,"3rd","No ","Shellard, Mr Frederick B.                                     ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1202,"3rd","Yes","Shine, Miss Ellen                                             ",".     ","           ","                                                  ","            ","                    ","     ","female"
1203,"3rd","No ","Shorney, Mr Charles                                           ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1204,"3rd","No ","Simmons, Mr John                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1205,"3rd","No ","Sirayanian, Mr Arsun                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1206,"3rd","No ","Sivic, Mr Husen                                               ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1207,"3rd","No ","Sivola, Mr Antti                                              ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1208,"3rd","Yes","Sjoblom, Miss Anna Sofia                                      ",".     ","           ","                                                  ","            ","                    ","     ","female"
1209,"3rd","No ","Sholt, Mr Peter Andreas Lauritz Andersen                      ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1210,"3rd","No ","Skinner, Mr Henry John                                        ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1211,"3rd","No ","Skoog, Master Harald                                          ",".     ","           ","                                                  ","            ","                    ","     ","male  "
1212,"3rd","No ","Skoog, Master Karl                                            ",".     ","           ","                                                  ","            ","                    ","     ","male  "
